Usage (kWh),TimeOfDay,VoltageFluctuations,NumberOfResidents,ApplianceCount,IndustrialAreaNearby,PreviousTheftHistory,AverageDailyUsage,BillPaymentDelay (days),UnusualUsageSpike,Theft
160,2,3,7,14,0,1,16,25,0,0
208,4,3,1,18,0,1,33,31,0,0
360,2,0,7,17,1,0,30,75,0,0
263,4,2,10,13,0,0,45,32,0,0
184,4,3,5,16,1,1,46,85,0,1
296,3,1,4,5,0,1,31,19,0,0
372,4,0,6,21,0,0,30,31,0,0
152,2,3,3,13,1,1,21,50,0,0
415,3,1,4,16,0,0,27,60,1,0
92,2,1,7,14,1,0,10,38,1,0
395,1,2,4,6,0,1,42,14,1,1
166,3,1,9,12,0,0,24,54,1,0
242,1,2,7,13,0,0,38,63,1,1
445,4,0,6,19,0,0,24,46,1,0
83,2,2,8,22,0,0,12,78,0,0
451,2,0,7,24,0,1,25,10,1,1
140,1,0,4,18,0,1,31,13,0,0
197,2,2,10,14,0,1,17,80,1,1
292,1,2,8,5,1,1,22,58,0,0
88,3,0,8,13,0,0,37,39,1,0
204,3,1,5,14,1,0,12,33,0,0
321,2,3,6,17,1,0,11,44,1,0
135,2,2,8,6,0,1,46,86,1,1
324,1,1,6,16,1,1,38,62,1,1
244,4,3,1,8,1,0,17,59,1,0
183,4,0,9,8,1,1,10,14,1,1
440,1,2,6,19,1,0,34,30,1,0
71,2,0,8,25,0,0,12,54,1,0
137,1,1,8,6,1,1,22,35,1,1
454,2,1,2,23,1,1,27,70,1,1
366,3,0,8,24,1,0,43,73,0,0
366,1,0,1,8,1,1,11,15,0,0
453,4,3,4,12,1,1,46,8,1,1
494,1,1,6,8,0,0,36,73,1,1
335,2,0,10,8,0,1,23,10,1,1
249,1,2,9,6,1,0,13,37,0,0
173,3,3,4,13,1,1,49,8,1,1
312,3,2,1,25,1,0,22,34,1,0
257,2,2,1,18,0,0,16,47,0,0
232,3,0,2,22,1,1,17,90,1,1
363,2,0,4,16,0,1,29,30,0,0
53,1,2,10,22,0,1,35,80,0,1
456,4,3,5,10,1,0,25,74,1,1
313,3,0,7,13,0,1,25,1,0,0
62,4,0,2,19,1,0,32,60,0,0
128,3,1,9,22,1,0,26,1,1,0
248,3,0,2,7,0,0,25,80,1,1
70,4,1,2,25,0,0,29,29,1,0
451,3,3,10,25,0,0,39,59,1,0
102,4,0,7,21,1,0,38,64,0,0
110,3,3,1,6,1,1,18,3,0,0
215,4,3,3,17,1,0,19,74,1,1
149,2,0,10,17,1,1,35,82,0,1
364,3,1,1,5,1,0,50,6,0,0
69,1,1,7,13,0,0,37,31,1,0
93,1,2,6,18,1,1,14,51,0,0
241,1,0,5,23,1,0,18,37,1,0
453,2,2,7,11,0,0,40,4,1,0
157,1,0,7,24,0,1,46,33,0,0
123,3,3,10,19,0,1,26,24,1,1
306,4,0,6,16,0,0,34,48,0,0
397,1,1,8,6,0,1,33,75,0,1
409,4,3,10,25,1,0,45,30,1,0
464,2,0,9,11,1,1,10,5,1,1
280,3,3,2,5,0,0,18,83,1,1
295,1,0,5,14,0,0,27,28,1,0
448,4,3,6,24,1,0,13,48,1,0
478,3,0,6,25,0,1,15,20,1,1
394,4,3,2,6,1,0,19,69,1,1
260,4,0,2,22,0,0,28,84,0,0
51,4,0,2,21,0,0,19,69,0,0
340,3,1,1,13,1,1,18,13,0,0
50,3,2,10,8,1,1,16,45,1,1
253,2,2,5,7,1,0,22,83,0,0
193,1,1,9,23,0,1,36,58,1,1
110,2,1,1,25,1,0,45,86,0,0
460,3,1,2,19,0,0,33,75,1,1
411,2,3,3,13,0,0,48,83,1,1
83,3,0,10,10,0,0,43,47,1,0
249,4,0,8,8,1,1,23,39,0,0
499,1,0,8,19,1,1,46,33,1,1
59,3,2,2,24,1,1,42,29,0,0
482,1,2,3,14,1,1,26,3,1,1
64,4,1,4,9,1,0,30,41,0,0
337,4,2,8,10,0,0,49,66,1,1
209,3,0,10,15,1,0,33,59,1,0
171,4,3,9,12,1,0,17,76,1,1
460,1,2,9,6,1,0,35,86,1,1
94,1,3,8,14,1,1,30,69,0,1
362,1,3,2,15,1,0,13,70,1,1
356,2,2,3,11,0,0,25,77,0,0
330,2,3,1,15,0,0,32,50,1,0
261,2,2,1,16,0,1,11,12,1,1
349,4,2,6,25,0,1,28,12,1,1
454,2,2,8,16,0,0,39,48,1,0
288,4,3,8,15,1,0,13,83,1,1
63,1,3,6,18,1,0,20,45,0,0
338,4,1,9,8,1,1,13,70,0,1
172,2,1,2,6,1,0,46,41,0,0
84,4,3,10,10,0,1,12,16,0,0
58,3,0,1,13,0,1,19,46,0,0
337,1,1,6,15,1,1,20,80,1,1
89,4,1,7,19,0,1,11,54,0,0
141,1,2,6,21,1,1,39,66,0,1
406,2,0,6,17,1,0,27,41,1,0
71,1,1,3,22,1,1,16,6,0,0
191,1,1,1,6,0,1,33,27,0,0
305,1,2,3,20,0,0,14,70,1,1
196,3,2,5,18,1,0,45,46,1,0
154,1,3,4,6,1,0,20,3,1,0
311,1,3,3,10,0,1,38,82,1,1
404,1,3,3,16,1,0,11,88,1,1
379,2,2,6,7,1,0,49,46,1,0
468,2,0,2,13,1,0,17,58,1,0
131,2,2,9,10,0,1,27,3,1,1
297,2,3,9,20,1,1,11,52,0,0
106,3,0,10,25,0,1,15,54,1,1
477,3,0,6,25,1,0,33,86,1,1
116,2,3,4,16,0,0,22,37,0,0
308,4,0,5,12,0,1,41,67,0,1
126,4,2,8,7,1,0,13,40,0,0
136,3,1,10,12,1,1,44,72,1,1
156,3,3,9,10,0,0,42,48,0,0
68,1,2,6,20,1,0,10,79,0,0
322,3,3,1,17,1,0,36,7,0,0
283,1,3,7,5,1,1,22,84,1,1
152,1,2,10,6,1,1,21,10,1,1
495,3,0,5,9,0,0,14,16,1,0
188,2,1,8,22,1,0,48,50,0,0
308,2,2,4,13,0,1,45,67,1,1
217,4,0,8,14,1,0,45,51,0,0
53,1,1,5,11,1,1,28,11,1,1
443,2,0,3,16,1,0,44,46,1,0
412,3,2,10,10,0,1,47,60,1,1
108,1,3,5,21,1,1,26,57,0,0
454,1,0,10,17,1,0,10,81,1,1
188,4,3,2,16,0,0,45,18,1,0
365,3,2,9,7,0,0,29,38,0,0
300,1,0,7,13,1,0,10,57,0,0
295,1,1,7,17,0,1,13,81,0,1
61,4,2,3,22,1,1,16,5,1,1
348,2,0,8,9,1,1,24,8,0,0
440,4,3,6,20,0,0,16,2,1,0
234,3,2,7,21,0,1,22,14,0,0
404,4,1,7,7,0,1,47,31,1,1
67,1,2,7,9,1,0,33,40,0,0
86,1,0,10,15,0,1,28,71,0,1
311,4,1,4,15,1,1,38,79,0,1
407,2,1,7,19,0,0,11,68,1,1
356,1,2,1,18,0,1,46,74,1,1
292,4,2,6,21,0,0,30,59,0,0
302,3,3,6,21,0,0,44,60,1,0
156,4,0,8,10,0,0,32,44,1,0
489,1,3,4,11,1,0,50,72,1,1
192,4,2,2,10,1,1,15,14,1,1
369,4,1,10,12,1,0,47,44,0,0
208,2,1,3,19,0,1,21,28,0,0
265,1,2,1,24,0,0,15,13,1,0
179,2,2,4,24,1,1,25,3,1,1
195,4,0,3,14,1,1,40,61,0,1
144,4,1,8,16,1,1,43,81,1,1
483,4,0,8,16,1,0,29,60,1,0
402,4,1,6,13,0,0,15,80,1,1
260,4,0,6,5,1,0,43,3,1,0
384,2,1,1,11,1,0,10,65,1,1
386,4,0,1,11,0,1,31,12,0,0
129,2,2,8,22,0,1,14,42,1,1
497,2,2,5,17,1,1,13,69,1,1
250,1,2,7,14,1,0,35,36,0,0
360,4,2,6,10,1,1,15,59,0,0
405,1,3,8,16,0,1,18,23,1,1
475,1,2,6,6,1,0,28,87,1,1
147,4,1,6,20,1,1,25,58,0,0
143,1,3,9,20,1,0,47,9,0,0
105,1,1,10,20,1,1,41,16,1,1
68,1,1,10,14,0,0,27,77,0,0
206,2,1,6,20,0,0,50,40,1,0
462,4,2,1,10,0,0,47,87,1,1
217,1,0,3,13,0,0,39,51,0,0
470,3,2,8,19,1,0,16,40,1,0
414,4,2,4,19,0,0,12,72,1,1
168,1,1,8,10,0,0,25,45,1,0
115,2,1,9,18,0,1,11,19,1,1
475,4,0,3,15,0,0,43,41,1,0
139,4,0,10,5,0,1,28,84,1,1
285,2,1,2,13,1,0,14,14,1,0
236,1,2,2,25,1,1,12,86,1,1
112,3,0,1,13,0,0,44,41,0,0
58,1,0,9,10,0,1,50,55,1,1
425,1,3,5,13,1,1,33,42,1,1
386,4,3,8,12,1,0,41,31,0,0
97,1,3,9,24,0,1,13,73,1,1
332,1,1,8,8,1,1,39,1,0,0
219,2,3,4,11,0,0,41,21,1,0
381,1,0,9,24,0,1,10,9,1,1
80,2,2,6,16,0,1,33,87,1,1
137,3,2,2,15,1,0,44,28,1,0
126,2,1,7,11,0,0,24,67,0,0
438,3,0,2,10,0,1,27,84,1,1
419,2,1,6,22,1,1,48,72,1,1
266,4,0,8,11,0,1,18,16,0,0
57,1,1,8,19,1,1,23,11,1,1
350,3,2,1,15,1,1,13,10,0,0
249,3,3,2,17,1,0,49,4,0,0
382,1,1,9,17,0,1,50,80,0,1
116,1,0,5,18,0,0,11,47,0,0
117,3,3,7,19,0,0,27,64,1,1
117,4,2,3,21,0,0,36,84,1,1
144,2,0,7,18,0,0,11,7,1,0
295,3,1,9,19,1,1,32,43,1,1
363,4,2,3,6,0,0,32,5,1,0
316,2,3,2,10,1,0,43,13,0,0
363,4,0,8,20,1,1,41,73,0,1
248,2,3,6,6,1,0,36,88,1,1
126,4,1,5,13,0,1,12,88,0,1
471,1,0,8,24,0,0,15,45,1,0
414,3,0,3,23,1,0,37,56,1,0
471,4,2,4,15,1,0,39,85,1,1
389,3,3,6,9,0,1,38,25,0,0
481,4,0,9,19,0,1,46,46,1,1
113,3,2,1,14,1,0,20,71,1,1
485,2,0,6,17,1,0,36,63,1,1
170,1,3,2,25,1,0,46,56,0,0
222,2,3,1,22,0,0,46,35,0,0
251,2,1,4,13,0,0,45,41,0,0
138,3,3,5,19,1,0,18,63,1,1
441,2,0,9,23,1,0,14,32,1,0
287,1,1,6,7,1,1,11,77,0,1
292,1,0,9,6,1,0,23,55,1,0
413,2,2,5,11,1,1,42,45,1,1
341,4,2,10,24,1,0,14,75,1,1
148,3,0,1,8,0,1,50,87,0,1
475,4,2,4,7,0,1,12,78,1,1
301,3,1,1,21,0,0,27,52,0,0
109,3,1,5,24,0,0,36,76,0,0
281,2,0,10,19,0,0,42,54,0,0
375,1,3,8,15,1,1,22,47,0,0
429,1,0,5,25,1,1,34,71,1,1
93,3,2,2,19,0,1,32,61,0,1
50,1,2,1,10,0,0,45,39,1,0
404,1,3,10,9,0,1,14,14,1,1
287,3,3,7,15,0,1,32,18,0,0
311,4,3,6,10,1,0,10,49,0,0
176,2,0,10,25,1,1,36,44,0,0
432,2,2,3,11,1,0,11,47,1,0
65,2,0,7,9,1,1,44,77,0,0
346,4,2,3,17,0,0,45,86,0,0
182,1,1,9,8,0,0,27,47,0,0
466,4,3,8,21,0,0,26,52,1,0
466,3,3,7,20,1,0,16,68,1,1
262,1,1,3,21,0,1,15,2,1,1
464,2,0,4,20,1,0,20,7,1,0
84,2,1,6,14,1,0,41,12,1,0
201,4,2,8,16,0,0,20,66,1,1
65,2,3,2,11,0,1,28,20,1,1
364,4,1,1,6,1,0,18,40,0,0
347,2,1,6,18,1,1,48,6,1,1
157,4,1,5,20,1,0,16,17,1,0
297,1,0,6,17,0,0,42,31,1,0
462,1,0,3,23,0,1,27,57,1,1
177,1,0,10,18,1,0,49,72,1,1
163,2,2,6,6,1,0,10,87,0,0
327,2,3,5,19,1,0,49,63,0,0
276,1,1,4,18,1,0,31,17,1,0
205,3,1,10,25,1,0,42,55,0,0
288,3,1,1,22,0,0,29,5,1,0
312,2,2,7,25,0,0,38,68,1,1
428,2,2,9,11,0,0,32,47,1,0
97,2,2,3,17,0,1,34,18,1,1
351,1,1,10,8,0,0,26,85,0,0
405,3,1,3,6,0,1,19,17,1,1
125,1,2,1,10,0,0,23,44,1,0
132,3,1,5,10,1,0,29,76,1,1
166,1,0,9,25,0,1,42,90,0,1
471,3,2,5,7,1,0,45,1,1,0
454,1,0,6,15,0,1,22,87,1,1
240,2,0,2,24,1,0,47,25,1,0
98,2,0,3,10,1,0,26,30,1,0
53,1,1,2,6,0,0,38,16,1,0
348,1,3,9,11,0,0,21,2,0,0
475,3,3,2,5,0,1,20,46,1,1
179,2,2,3,16,0,0,22,20,0,0
407,1,3,8,8,1,0,19,24,1,0
224,4,1,8,12,1,1,43,22,0,0
199,1,1,1,5,1,1,11,55,0,0
448,3,1,5,22,1,1,45,46,1,1
491,4,1,3,13,1,1,47,73,1,1
224,3,2,6,9,1,0,29,68,1,1
405,2,0,4,5,0,0,15,82,1,1
205,2,3,4,13,0,1,17,24,1,1
114,1,2,3,13,0,1,36,70,1,1
121,4,2,6,22,1,1,11,28,1,1
257,4,0,8,6,1,1,23,25,0,0
250,3,2,2,23,1,0,16,88,0,0
492,3,0,8,18,1,0,16,55,1,0
230,3,2,1,18,1,0,38,11,1,0
134,1,3,8,20,0,0,14,35,0,0
360,4,3,8,25,0,1,32,70,1,1
302,2,1,8,22,1,1,17,48,1,1
404,2,1,10,7,0,1,41,14,1,1
126,4,2,3,14,0,1,22,54,0,0
361,4,2,3,24,0,0,41,69,0,0
290,4,2,9,23,0,0,48,61,1,1
437,4,1,10,20,0,0,45,72,1,1
74,2,1,1,23,1,0,19,19,0,0
190,1,0,5,8,0,1,17,17,1,1
372,2,3,5,11,0,0,36,12,1,0
278,2,2,10,14,1,0,42,73,1,1
423,1,1,10,14,1,0,27,8,1,0
298,2,1,4,9,1,0,48,24,0,0
110,2,0,10,19,1,0,47,6,1,0
314,3,0,4,14,0,1,32,5,1,1
164,3,2,8,18,1,1,14,16,0,0
276,3,0,7,17,0,1,19,49,1,1
156,4,3,10,9,1,1,21,56,0,0
358,2,2,8,18,1,1,17,13,0,0
414,4,0,1,22,1,1,32,42,1,1
452,4,0,7,22,0,1,45,24,1,1
190,2,3,6,7,1,1,41,78,0,1
486,4,1,1,18,0,1,19,79,1,1
295,1,3,2,24,0,1,42,18,1,1
354,2,3,9,15,0,1,29,73,0,1
414,3,3,1,24,1,1,31,76,1,1
334,4,1,1,19,1,0,27,7,1,0
199,2,0,9,6,0,0,20,52,1,0
69,1,2,7,10,1,0,31,79,0,0
136,2,3,9,6,0,0,48,28,0,0
278,2,3,4,20,0,1,32,77,0,1
66,4,0,4,7,1,1,39,16,1,1
210,3,0,8,25,1,1,26,32,0,0
378,2,0,7,9,1,0,25,38,0,0
217,3,3,7,13,1,0,19,38,0,0
194,3,3,7,20,0,1,50,72,1,1
339,2,0,8,7,1,0,18,24,0,0
69,4,2,7,16,1,1,49,27,0,0
222,1,3,10,23,0,1,35,89,1,1
63,2,2,1,19,1,1,43,36,0,0
116,4,0,9,11,1,0,49,76,0,0
355,3,0,2,14,0,0,17,82,0,0
226,3,1,3,5,1,1,47,4,0,0
334,4,0,10,17,1,1,39,25,0,0
342,4,3,2,5,0,1,33,58,1,1
464,4,1,1,14,1,0,29,54,1,0
247,3,3,4,17,0,0,30,80,1,1
162,1,1,6,16,1,0,43,1,0,0
164,1,3,4,16,0,0,41,20,1,0
361,4,0,5,17,1,0,37,66,1,1
198,1,1,10,11,0,0,44,47,1,0
53,2,2,2,23,1,0,36,86,1,0
338,1,3,8,19,1,0,43,58,1,0
114,3,1,2,16,0,1,45,77,1,1
411,2,0,7,13,1,0,49,85,1,1
392,4,3,6,6,1,0,20,85,0,0
133,3,1,1,10,1,0,34,32,1,0
80,2,3,9,23,0,0,12,39,0,0
292,4,3,5,16,1,1,11,43,1,1
251,1,1,4,9,1,0,38,73,1,1
489,4,3,5,24,0,1,13,86,1,1
420,2,0,9,7,1,1,23,21,1,1
393,3,2,10,14,0,0,43,86,0,0
106,1,2,2,21,0,1,33,57,0,0
421,2,2,7,12,1,0,28,71,1,1
386,4,2,4,21,0,1,46,21,1,1
247,1,1,4,11,0,0,41,48,0,0
455,3,0,4,6,1,1,18,30,1,1
437,1,0,10,22,1,1,28,58,1,1
472,4,2,1,21,0,1,27,36,1,1
232,1,1,6,5,1,1,29,81,0,1
166,2,3,5,13,0,1,32,22,1,1
75,2,3,9,17,0,0,26,63,0,0
329,2,0,10,15,0,1,15,19,0,0
157,1,2,4,24,0,1,21,89,1,1
387,2,2,6,20,0,1,13,30,1,1
181,3,0,3,16,1,1,20,12,1,1
435,3,3,6,20,0,0,25,23,1,0
205,2,1,3,12,0,1,13,38,0,0
97,2,0,4,5,0,1,36,73,1,1
426,3,3,8,17,0,1,11,46,1,1
62,2,0,4,22,0,0,50,39,0,0
449,1,2,10,25,1,1,42,3,1,1
135,1,2,2,25,0,1,15,70,1,1
99,2,3,8,20,0,1,10,18,0,0
206,1,2,3,14,0,1,44,70,0,1
377,3,1,9,9,0,1,31,4,1,1
404,2,0,4,17,0,1,22,57,1,1
56,3,2,6,25,0,0,48,46,0,0
160,2,0,5,20,0,0,22,39,1,0
325,3,0,10,15,0,0,31,29,1,0
496,2,0,5,18,1,0,18,3,1,0
424,2,3,10,15,1,0,18,40,1,0
153,4,2,3,16,1,0,14,25,0,0
475,4,2,1,17,0,0,10,24,1,0
478,4,0,1,23,1,0,38,53,1,0
400,4,3,7,17,1,1,31,44,0,0
435,4,1,3,8,0,1,40,26,1,1
461,2,3,4,20,1,0,18,24,1,0
447,2,3,8,23,1,0,41,23,1,0
63,2,1,2,13,0,0,31,58,1,0
259,1,2,2,5,0,0,47,77,0,0
281,1,3,10,13,1,1,13,10,0,0
474,3,0,5,9,1,1,16,5,1,1
89,2,0,6,5,0,0,45,8,0,0
255,4,2,1,5,0,0,17,81,1,1
478,2,2,6,9,1,0,32,27,1,0
56,1,0,4,15,1,0,25,90,1,1
444,4,2,8,8,0,0,42,57,1,0
62,1,3,10,5,1,0,30,4,0,0
112,2,3,10,11,0,1,37,23,0,0
169,2,1,7,18,1,1,24,44,1,1
64,2,2,4,12,1,1,30,11,0,0
414,4,0,3,7,0,1,19,48,1,1
470,2,0,6,7,0,1,45,50,1,1
350,4,3,8,24,0,0,36,81,0,0
324,3,3,7,20,1,1,13,20,1,1
401,3,3,6,11,0,0,12,42,1,0
396,3,0,5,19,0,1,37,21,0,0
314,3,3,7,12,0,1,38,32,1,1
236,1,1,6,20,0,1,24,35,1,1
375,3,2,6,9,0,1,20,62,1,1
460,4,2,8,11,0,1,49,67,1,1
430,2,0,6,21,1,0,11,29,1,0
266,4,1,7,14,1,0,18,42,0,0
240,3,1,10,21,1,1,16,60,0,0
349,3,0,10,21,1,0,18,43,1,0
479,4,1,1,10,1,0,16,48,1,0
279,4,1,9,16,0,1,18,23,0,0
437,2,3,6,11,1,1,50,77,1,1
364,3,2,10,13,0,1,32,33,0,0
217,4,1,9,10,0,1,26,81,0,1
429,2,0,9,6,0,1,21,79,1,1
204,4,2,7,19,1,1,21,26,0,0
194,3,2,1,11,0,0,44,87,0,0
500,1,1,10,17,1,0,24,60,1,0
499,4,0,2,6,0,1,15,6,1,1
280,3,3,6,11,1,0,40,4,0,0
58,1,2,8,17,0,1,26,6,1,1
154,3,3,4,24,0,0,37,65,1,1
393,3,3,3,16,0,0,17,75,0,0
305,1,0,7,21,1,0,42,11,0,0
415,4,2,3,22,0,0,33,19,1,0
350,4,2,9,5,0,0,27,90,0,0
129,2,3,6,23,1,0,12,51,1,0
162,2,1,6,14,1,1,30,57,0,0
463,2,2,3,6,1,0,20,81,1,1
452,1,1,4,19,1,1,48,54,1,1
438,2,0,6,18,0,0,48,46,1,0
344,1,0,9,15,1,0,48,13,1,0
106,1,3,4,15,0,1,29,39,0,0
330,3,2,6,23,0,1,42,48,0,0
446,3,0,3,23,1,0,34,47,1,0
382,2,3,6,20,1,1,47,88,0,1
383,1,2,4,8,0,1,27,29,1,1
452,1,1,10,13,1,1,23,76,1,1
60,1,1,7,16,1,0,49,31,1,0
462,2,2,6,5,0,0,29,49,1,0
165,3,0,5,14,1,0,32,70,1,1
62,2,0,6,13,0,0,26,36,1,0
393,1,1,6,24,0,1,22,83,1,1
417,3,0,2,12,1,0,32,73,1,1
391,4,2,3,9,0,0,21,33,0,0
218,3,2,4,7,0,1,48,3,1,1
460,3,2,6,14,0,0,11,88,1,1
211,3,1,2,17,0,0,47,82,0,0
244,3,0,10,13,0,1,32,20,1,1
467,1,1,1,21,0,1,12,86,1,1
167,4,2,8,20,0,0,10,18,0,0
81,2,0,6,20,0,1,39,38,1,1
486,1,3,10,15,0,0,41,12,1,0
111,3,1,5,20,0,1,43,51,1,1
254,3,2,1,9,1,0,44,2,1,0
445,2,1,2,24,1,1,46,54,1,1
450,4,2,1,18,0,1,28,1,1,1
483,3,0,1,13,1,1,28,0,1,1
324,2,0,10,19,1,0,38,55,0,0
267,1,1,8,10,0,0,13,74,0,0
149,1,3,9,18,0,0,47,41,1,0
349,2,1,6,5,0,0,42,48,1,0
357,3,1,5,10,1,0,39,15,1,0
408,2,3,5,19,0,0,35,83,1,1
142,2,1,9,8,0,1,42,73,1,1
99,2,2,8,7,1,1,41,35,1,1
108,3,3,5,10,0,1,22,80,1,1
400,4,1,3,23,0,1,20,46,0,0
412,2,0,10,25,1,1,35,65,1,1
216,2,1,9,21,1,1,45,8,0,0
265,4,2,8,23,1,0,18,42,1,0
454,3,3,9,12,0,0,44,69,1,1
123,1,2,6,23,0,0,31,4,0,0
273,3,2,3,12,1,0,50,52,0,0
448,1,2,5,20,1,1,14,42,1,1
111,4,3,1,5,1,0,29,0,0,0
238,4,2,5,15,1,0,10,39,0,0
327,3,3,2,20,0,1,19,48,0,0
266,3,3,3,22,1,1,41,81,0,1
143,3,0,4,23,1,1,44,78,0,1
115,1,3,9,17,1,1,23,37,0,0
396,1,3,10,22,1,1,48,26,1,1
284,4,2,8,17,1,1,15,58,0,0
440,4,0,2,24,0,1,34,19,1,1
220,3,2,1,19,1,0,39,47,0,0
365,2,0,9,5,0,1,50,64,0,1
181,2,2,5,9,1,1,29,38,0,0
345,3,0,1,22,1,1,50,10,0,0
500,2,1,2,12,1,0,11,17,1,0
209,3,2,1,25,0,1,49,62,0,1
364,4,3,1,15,0,0,42,3,0,0
415,3,2,9,12,1,1,29,85,1,1
109,1,2,3,7,0,0,49,62,1,1
473,1,3,1,12,0,0,32,1,1,0
57,3,1,10,13,0,0,30,67,0,0
85,4,3,2,19,1,1,21,75,0,1
234,1,1,10,10,0,1,37,14,0,0
203,3,3,4,20,1,1,30,25,1,1
497,1,2,2,8,0,1,15,20,1,1
337,4,0,7,21,1,1,44,77,1,1
320,4,3,2,7,0,0,16,86,1,1
435,1,1,5,15,1,1,11,21,1,1
328,1,1,5,23,0,1,18,48,0,0
222,2,3,3,25,1,1,11,12,0,0
227,4,0,3,8,1,0,46,42,0,0
161,4,2,5,10,0,1,11,23,1,1
328,1,3,5,15,0,0,14,19,0,0
367,3,2,1,10,1,0,26,4,0,0
421,2,0,1,24,1,0,32,15,1,0
453,2,0,3,25,0,0,28,43,1,0
236,4,0,6,6,0,1,30,64,0,1
439,3,2,5,25,1,0,40,52,1,0
375,3,1,9,6,1,1,42,63,0,1
211,1,1,8,22,0,0,45,33,0,0
265,4,3,2,6,0,1,12,54,0,0
59,1,1,7,8,0,1,27,83,1,1
254,4,2,9,25,1,1,29,36,0,0
83,3,3,10,22,1,0,34,70,0,0
475,2,0,7,13,0,1,34,17,1,1
109,3,2,8,20,1,0,21,66,1,1
78,4,1,2,22,1,1,40,37,0,0
185,3,3,2,5,1,0,29,13,0,0
499,2,3,3,23,0,1,50,46,1,1
272,3,3,9,16,0,0,49,27,0,0
236,1,0,3,8,1,1,19,66,1,1
245,3,1,10,20,0,0,48,7,0,0
305,1,0,8,12,0,1,43,78,0,1
257,1,3,6,9,1,1,38,77,1,1
332,3,3,8,5,1,1,17,2,0,0
251,4,2,10,25,1,0,28,89,1,1
127,2,2,4,21,1,1,11,8,0,0
500,4,1,6,22,1,0,41,44,1,0
477,1,2,8,7,0,0,35,55,1,0
347,2,1,10,20,0,1,27,83,1,1
335,2,3,4,15,0,1,17,20,0,0
164,3,0,2,18,0,1,40,30,1,1
485,3,3,9,16,1,1,37,66,1,1
352,2,3,7,16,1,1,14,46,0,0
395,3,1,2,14,1,1,40,3,0,0
318,4,0,1,25,1,1,16,36,1,1
371,3,2,2,19,0,1,30,67,1,1
492,1,1,5,12,0,0,19,14,1,0
293,1,0,2,6,0,0,25,22,1,0
202,3,0,5,21,0,1,50,71,0,1
255,4,3,8,11,0,0,43,50,0,0
245,3,1,2,20,0,0,11,46,1,0
311,1,3,10,20,1,1,50,62,1,1
313,4,2,6,6,0,1,32,3,1,1
344,3,3,7,19,0,0,16,48,1,0
437,2,3,9,7,0,0,36,55,1,0
375,1,2,10,9,0,1,45,46,1,1
244,3,3,8,13,0,0,21,16,1,0
403,2,0,9,6,1,1,42,66,1,1
410,4,2,4,16,0,0,20,22,1,0
53,4,1,10,10,1,1,41,6,1,1
469,1,2,7,23,0,1,50,47,1,1
194,1,0,10,23,0,1,30,48,0,0
427,2,0,4,7,0,0,31,38,1,0
217,2,2,9,23,1,0,12,37,0,0
490,4,3,2,6,0,0,39,52,1,0
306,2,2,8,14,0,1,12,54,0,0
168,2,2,10,25,0,0,21,65,1,1
476,1,3,8,15,0,0,38,58,1,0
199,1,1,10,16,1,1,38,31,0,0
135,2,1,3,15,1,1,22,64,0,1
52,3,2,8,19,0,1,31,27,0,0
317,3,3,1,8,1,0,31,78,1,1
118,2,3,4,24,0,0,33,57,0,0
100,1,0,4,22,0,1,42,70,0,1
388,1,2,2,19,1,1,28,45,1,1
494,4,1,9,13,0,0,28,83,1,1
164,1,3,9,15,0,1,45,25,1,1
314,3,2,9,24,0,0,23,35,1,0
447,2,1,6,9,1,1,31,25,1,1
56,2,3,6,24,1,0,20,60,1,0
444,4,0,5,10,1,1,35,48,1,1
295,2,1,5,11,1,1,32,81,1,1
199,2,2,7,16,1,1,46,29,1,1
378,2,3,8,17,1,0,33,85,1,1
386,1,1,2,24,1,1,23,17,1,1
469,3,1,6,16,0,1,44,16,1,1
243,2,3,2,7,0,0,29,12,1,0
114,2,1,8,10,0,1,46,71,0,1
70,1,0,8,14,1,0,43,10,0,0
228,3,2,1,9,1,1,44,60,0,0
438,3,0,3,6,1,1,49,69,1,1
482,4,2,5,11,1,1,23,44,1,1
138,3,2,9,5,1,0,43,52,0,0
67,3,0,4,21,1,1,32,80,1,1
311,1,3,2,11,0,0,20,2,1,0
473,4,3,4,25,1,1,42,8,1,1
97,3,3,1,18,0,1,40,57,1,1
377,4,1,3,17,1,0,34,21,0,0
309,4,3,10,22,1,0,12,49,0,0
225,2,3,8,14,1,1,18,46,0,0
341,1,3,8,9,1,1,46,67,0,1
432,2,2,8,12,0,0,46,42,1,0
195,4,1,2,10,0,1,50,53,1,1
350,2,3,3,10,1,1,47,89,1,1
75,3,3,8,13,0,1,39,21,1,1
235,4,3,6,5,0,0,35,20,0,0
245,1,1,10,8,0,1,42,1,1,1
209,3,0,7,10,0,1,16,19,0,0
74,3,0,9,12,1,1,48,56,1,1
409,1,2,10,23,0,0,48,54,1,0
376,3,0,5,20,0,0,41,11,0,0
274,2,0,6,24,0,1,49,86,1,1
103,1,3,8,25,1,1,33,61,1,1
275,2,0,6,24,1,0,12,1,0,0
451,2,0,9,24,1,1,46,56,1,1
353,2,0,4,11,0,1,18,67,0,1
88,1,3,1,23,1,0,20,62,0,0
323,4,2,9,12,0,0,33,2,0,0
224,3,2,7,11,1,0,13,3,0,0
198,4,2,10,23,1,1,24,74,1,1
343,2,0,10,10,0,0,38,46,0,0
